# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-24 15:29:54 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05543830 FOX RIVER AT WAUKESHA, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05543830
#            TS   parameter     statistic     Description
#        155309       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	155309_00060_00003	155309_00060_00003_cd
USGS	05543830	2011-10-08	59.5	A
USGS	05543830	2011-10-09	59.2	A
USGS	05543830	2011-10-10	54.3	A
USGS	05543830	2011-10-11	53.7	A
USGS	05543830	2011-10-12	54.5	A
USGS	05543830	2011-10-13	65.7	A
USGS	05543830	2011-10-14	74.3	A
USGS	05543830	2011-10-15	53.5	A
USGS	05543830	2011-10-16	41.2	A
USGS	05543830	2011-10-17	38.0	A
USGS	05543830	2011-10-18	68.1	A
USGS	05543830	2011-10-19	91.4	A
USGS	05543830	2011-10-20	100	A
USGS	05543830	2011-10-21	100	A
USGS	05543830	2011-10-22	95.1	A
USGS	05543830	2011-10-23	102	A
USGS	05543830	2011-10-24	110	A
USGS	05543830	2011-10-25	107	A
USGS	05543830	2011-10-26	103	A
USGS	05543830	2011-10-27	99.2	A
USGS	05543830	2011-10-28	59.6	A
USGS	05543830	2011-10-29	42.5	A
USGS	05543830	2011-10-30	44.2	A
USGS	05543830	2011-10-31	47.9	A
USGS	05543830	2011-11-01	44.7	A
USGS	05543830	2011-11-02	54.2	A
USGS	05543830	2011-11-03	93.9	A
USGS	05543830	2011-11-04	81.9	A
USGS	05543830	2011-11-05	86.9	A
USGS	05543830	2011-11-06	93.0	A
USGS	05543830	2011-11-07	88.8	A
USGS	05543830	2011-11-08	93.9	A
USGS	05543830	2011-11-09	186	A
USGS	05543830	2011-11-10	223	A
USGS	05543830	2011-11-11	188	A
USGS	05543830	2011-11-12	158	A
USGS	05543830	2011-11-13	151	A
USGS	05543830	2011-11-14	139	A
USGS	05543830	2011-11-15	105	A
USGS	05543830	2011-11-16	77.1	A
USGS	05543830	2011-11-17	65.7	A
USGS	05543830	2011-11-18	58.7	A
USGS	05543830	2011-11-19	55.1	A
USGS	05543830	2011-11-20	58.9	A
USGS	05543830	2011-11-21	55.0	A
USGS	05543830	2011-11-22	51.5	A
USGS	05543830	2011-11-23	56.9	A
USGS	05543830	2011-11-24	61.6	A
USGS	05543830	2011-11-25	62.0	A
USGS	05543830	2011-11-26	77.2	A
USGS	05543830	2011-11-27	128	A
USGS	05543830	2011-11-28	117	A
USGS	05543830	2011-11-29	95.0	A
USGS	05543830	2011-11-30	81.0	A
USGS	05543830	2011-12-01	75.5	A
USGS	05543830	2011-12-02	71.8	A
USGS	05543830	2011-12-03	98.8	A
USGS	05543830	2011-12-04	163	A
USGS	05543830	2011-12-05	156	A
USGS	05543830	2011-12-06	130	A
USGS	05543830	2011-12-07	120	A
USGS	05543830	2011-12-08	108	A
USGS	05543830	2011-12-09	96.3	A
USGS	05543830	2011-12-10	80.9	A
USGS	05543830	2011-12-11	91.5	A
USGS	05543830	2011-12-12	82.7	A
USGS	05543830	2011-12-13	83.2	A
USGS	05543830	2011-12-14	123	A
USGS	05543830	2011-12-15	153	A
USGS	05543830	2011-12-16	145	A
USGS	05543830	2011-12-17	128	A
USGS	05543830	2011-12-18	118	A
USGS	05543830	2011-12-19	108	A
USGS	05543830	2011-12-20	99.7	A
USGS	05543830	2011-12-21	95.5	A
USGS	05543830	2011-12-22	101	A
USGS	05543830	2011-12-23	96.8	A
USGS	05543830	2011-12-24	86.7	A
USGS	05543830	2011-12-25	86.7	A
USGS	05543830	2011-12-26	80.7	A
USGS	05543830	2011-12-27	78.1	A
USGS	05543830	2011-12-28	67.2	A
USGS	05543830	2011-12-29	73.7	A
USGS	05543830	2011-12-30	98.3	A
USGS	05543830	2011-12-31	128	A
USGS	05543830	2012-01-01	122	A
USGS	05543830	2012-01-02	103	A
USGS	05543830	2012-01-03	92.4	A:e
USGS	05543830	2012-01-04	87.5	A
USGS	05543830	2012-01-05	82.3	A
USGS	05543830	2012-01-06	84.6	A
USGS	05543830	2012-01-07	80.4	A
USGS	05543830	2012-01-08	78.3	A
USGS	05543830	2012-01-09	68.3	A
USGS	05543830	2012-01-10	64.4	A
USGS	05543830	2012-01-11	70.1	A
USGS	05543830	2012-01-12	65.0	A:e
USGS	05543830	2012-01-13	55.7	A
USGS	05543830	2012-01-14	65.0	A
USGS	05543830	2012-01-15	61.5	A
USGS	05543830	2012-01-16	60.9	A
USGS	05543830	2012-01-17	66.8	A
USGS	05543830	2012-01-18	57.4	A
USGS	05543830	2012-01-19	57.0	A:e
USGS	05543830	2012-01-20	50.0	A:e
USGS	05543830	2012-01-21	48.2	A
USGS	05543830	2012-01-22	52.8	A
USGS	05543830	2012-01-23	86.2	A
USGS	05543830	2012-01-24	101	A
USGS	05543830	2012-01-25	91.1	A
USGS	05543830	2012-01-26	84.0	A
USGS	05543830	2012-01-27	87.0	A
USGS	05543830	2012-01-28	87.5	A
USGS	05543830	2012-01-29	81.6	A
USGS	05543830	2012-01-30	76.8	A
USGS	05543830	2012-01-31	93.5	A
USGS	05543830	2012-02-01	136	A
USGS	05543830	2012-02-02	150	A
USGS	05543830	2012-02-03	136	A
USGS	05543830	2012-02-04	120	A
USGS	05543830	2012-02-05	119	A
USGS	05543830	2012-02-06	109	A
USGS	05543830	2012-02-07	102	A
USGS	05543830	2012-02-08	94.0	A
USGS	05543830	2012-02-09	91.3	A
USGS	05543830	2012-02-10	90.7	A
USGS	05543830	2012-02-11	85.6	A:e
USGS	05543830	2012-02-12	78.1	A:e
USGS	05543830	2012-02-13	70.5	A
USGS	05543830	2012-02-14	71.0	A
USGS	05543830	2012-02-15	85.0	A
USGS	05543830	2012-02-16	89.8	A
USGS	05543830	2012-02-17	87.9	A
USGS	05543830	2012-02-18	83.1	A
USGS	05543830	2012-02-19	80.8	A
USGS	05543830	2012-02-20	76.3	A
USGS	05543830	2012-02-21	77.8	A
USGS	05543830	2012-02-22	84.1	A
USGS	05543830	2012-02-23	82.3	A
USGS	05543830	2012-02-24	84.2	A
USGS	05543830	2012-02-25	78.1	A
USGS	05543830	2012-02-26	81.4	A
USGS	05543830	2012-02-27	86.7	A
USGS	05543830	2012-02-28	88.7	A
USGS	05543830	2012-02-29	152	A
USGS	05543830	2012-03-01	202	A
USGS	05543830	2012-03-02	191	A
USGS	05543830	2012-03-03	168	A
USGS	05543830	2012-03-04	152	A
USGS	05543830	2012-03-05	132	A
USGS	05543830	2012-03-06	130	A
USGS	05543830	2012-03-07	199	A
USGS	05543830	2012-03-08	290	A
USGS	05543830	2012-03-09	279	A
USGS	05543830	2012-03-10	238	A
USGS	05543830	2012-03-11	211	A
USGS	05543830	2012-03-12	242	A
USGS	05543830	2012-03-13	284	A
USGS	05543830	2012-03-14	265	A
USGS	05543830	2012-03-15	237	A
USGS	05543830	2012-03-16	214	A
USGS	05543830	2012-03-17	188	A
USGS	05543830	2012-03-18	170	A
USGS	05543830	2012-03-19	158	A
USGS	05543830	2012-03-20	151	A
USGS	05543830	2012-03-21	145	A
USGS	05543830	2012-03-22	140	A
USGS	05543830	2012-03-23	196	A
USGS	05543830	2012-03-24	256	A
USGS	05543830	2012-03-25	242	A
USGS	05543830	2012-03-26	204	A
USGS	05543830	2012-03-27	160	A
USGS	05543830	2012-03-28	117	A
USGS	05543830	2012-03-29	93.3	A
USGS	05543830	2012-03-30	132	A
USGS	05543830	2012-03-31	162	A
USGS	05543830	2012-04-01	150	A
USGS	05543830	2012-04-02	128	A
USGS	05543830	2012-04-03	109	A
USGS	05543830	2012-04-04	102	A
USGS	05543830	2012-04-05	92.3	A
USGS	05543830	2012-04-06	85.9	A
USGS	05543830	2012-04-07	78.6	A
USGS	05543830	2012-04-08	77.0	A
USGS	05543830	2012-04-09	71.2	A
USGS	05543830	2012-04-10	65.3	A
USGS	05543830	2012-04-11	67.4	A
USGS	05543830	2012-04-12	64.7	A
USGS	05543830	2012-04-13	61.2	A
USGS	05543830	2012-04-14	62.0	A
USGS	05543830	2012-04-15	105	A
USGS	05543830	2012-04-16	112	A
USGS	05543830	2012-04-17	96.5	A
USGS	05543830	2012-04-18	86.7	A
USGS	05543830	2012-04-19	102	A
USGS	05543830	2012-04-20	197	A
USGS	05543830	2012-04-21	189	A
USGS	05543830	2012-04-22	160	A
USGS	05543830	2012-04-23	127	A
USGS	05543830	2012-04-24	133	A
USGS	05543830	2012-04-25	112	A
USGS	05543830	2012-04-26	102	A
USGS	05543830	2012-04-27	90.1	A
USGS	05543830	2012-04-28	117	A
USGS	05543830	2012-04-29	114	A
USGS	05543830	2012-04-30	109	A
USGS	05543830	2012-05-01	99.1	A
USGS	05543830	2012-05-02	119	A
USGS	05543830	2012-05-03	129	A
USGS	05543830	2012-05-04	199	A
USGS	05543830	2012-05-05	244	A
USGS	05543830	2012-05-06	368	A
USGS	05543830	2012-05-07	469	A
USGS	05543830	2012-05-08	604	A
USGS	05543830	2012-05-09	530	A
USGS	05543830	2012-05-10	412	A
USGS	05543830	2012-05-11	287	A
USGS	05543830	2012-05-12	214	A
USGS	05543830	2012-05-13	166	A
USGS	05543830	2012-05-14	126	A
USGS	05543830	2012-05-15	105	A
USGS	05543830	2012-05-16	99.1	A
USGS	05543830	2012-05-17	89.3	A
USGS	05543830	2012-05-18	102	A
USGS	05543830	2012-05-19	77.2	A
USGS	05543830	2012-05-20	63.5	A
USGS	05543830	2012-05-21	58.9	A
USGS	05543830	2012-05-22	54.4	A
USGS	05543830	2012-05-23	50.7	A
USGS	05543830	2012-05-24	49.2	A
USGS	05543830	2012-05-25	54.8	A
USGS	05543830	2012-05-26	88.3	A
USGS	05543830	2012-05-27	85.4	A
USGS	05543830	2012-05-28	100	A
USGS	05543830	2012-05-29	111	A
USGS	05543830	2012-05-30	74.7	A
USGS	05543830	2012-05-31	64.4	A
USGS	05543830	2012-06-01	62.7	A
USGS	05543830	2012-06-02	56.9	A
USGS	05543830	2012-06-03	52.7	A
USGS	05543830	2012-06-04	48.6	A
USGS	05543830	2012-06-05	49.4	A
USGS	05543830	2012-06-06	41.6	A
USGS	05543830	2012-06-07	40.9	A
USGS	05543830	2012-06-08	39.6	A
USGS	05543830	2012-06-09	36.7	A
USGS	05543830	2012-06-10	34.8	A
USGS	05543830	2012-06-11	34.7	A
USGS	05543830	2012-06-12	34.2	A
USGS	05543830	2012-06-13	32.1	A
USGS	05543830	2012-06-14	31.9	A
USGS	05543830	2012-06-15	29.4	A
USGS	05543830	2012-06-16	34.3	A
USGS	05543830	2012-06-17	44.6	A
USGS	05543830	2012-06-18	36.7	A
USGS	05543830	2012-06-19	36.0	A
USGS	05543830	2012-06-20	30.9	A
USGS	05543830	2012-06-21	33.3	A
USGS	05543830	2012-06-22	31.9	A
USGS	05543830	2012-06-23	30.7	A
USGS	05543830	2012-06-24	31.2	A
USGS	05543830	2012-06-25	30.1	A
USGS	05543830	2012-06-26	26.5	A
USGS	05543830	2012-06-27	24.9	A
USGS	05543830	2012-06-28	24.3	A
USGS	05543830	2012-06-29	23.8	A
USGS	05543830	2012-06-30	24.6	A
USGS	05543830	2012-07-01	27.1	A
USGS	05543830	2012-07-02	25.7	A
USGS	05543830	2012-07-03	26.9	A
USGS	05543830	2012-07-04	23.0	A
USGS	05543830	2012-07-05	22.2	A
USGS	05543830	2012-07-06	24.7	A
USGS	05543830	2012-07-07	22.6	A
USGS	05543830	2012-07-08	19.3	A
USGS	05543830	2012-07-09	20.7	A
USGS	05543830	2012-07-10	19.3	A
USGS	05543830	2012-07-11	21.1	A
USGS	05543830	2012-07-12	22.6	A
USGS	05543830	2012-07-13	22.5	A
USGS	05543830	2012-07-14	23.2	A
USGS	05543830	2012-07-15	24.6	A
USGS	05543830	2012-07-16	22.5	A
USGS	05543830	2012-07-17	19.4	A
USGS	05543830	2012-07-18	33.4	A
USGS	05543830	2012-07-19	36.3	A
USGS	05543830	2012-07-20	27.1	A
USGS	05543830	2012-07-21	25.9	A
USGS	05543830	2012-07-22	22.2	A
USGS	05543830	2012-07-23	25.1	A
USGS	05543830	2012-07-24	32.6	A
USGS	05543830	2012-07-25	26.6	A
USGS	05543830	2012-07-26	64.6	A
USGS	05543830	2012-07-27	55.7	A
USGS	05543830	2012-07-28	33.4	A
USGS	05543830	2012-07-29	27.5	A
USGS	05543830	2012-07-30	25.1	A
USGS	05543830	2012-07-31	30.9	A
USGS	05543830	2012-08-01	26.9	A
USGS	05543830	2012-08-02	22.9	A
USGS	05543830	2012-08-03	21.7	A
USGS	05543830	2012-08-04	22.6	A
USGS	05543830	2012-08-05	24.7	A
USGS	05543830	2012-08-06	22.3	A
USGS	05543830	2012-08-07	18.8	A
USGS	05543830	2012-08-08	17.9	A
USGS	05543830	2012-08-09	28.5	A
USGS	05543830	2012-08-10	25.3	A
USGS	05543830	2012-08-11	20.9	A
USGS	05543830	2012-08-12	19.5	A
USGS	05543830	2012-08-13	21.5	A
USGS	05543830	2012-08-14	22.7	A
USGS	05543830	2012-08-15	21.0	A
USGS	05543830	2012-08-16	55.2	A
USGS	05543830	2012-08-17	52.6	A
USGS	05543830	2012-08-18	31.7	A
USGS	05543830	2012-08-19	26.4	A
USGS	05543830	2012-08-20	25.8	A
USGS	05543830	2012-08-21	22.6	A
USGS	05543830	2012-08-22	18.3	A
USGS	05543830	2012-08-23	18.7	A
USGS	05543830	2012-08-24	18.4	A
USGS	05543830	2012-08-25	19.1	A
USGS	05543830	2012-08-26	34.7	A
USGS	05543830	2012-08-27	32.2	A
USGS	05543830	2012-08-28	27.6	A
USGS	05543830	2012-08-29	25.4	A
USGS	05543830	2012-08-30	23.3	A
USGS	05543830	2012-08-31	22.5	A
USGS	05543830	2012-09-01	17.6	A
USGS	05543830	2012-09-02	16.6	A
USGS	05543830	2012-09-03	16.7	A
USGS	05543830	2012-09-04	23.1	A
USGS	05543830	2012-09-05	35.2	A
USGS	05543830	2012-09-06	29.7	A
USGS	05543830	2012-09-07	27.0	A
USGS	05543830	2012-09-08	25.8	A
USGS	05543830	2012-09-09	24.7	A
USGS	05543830	2012-09-10	25.0	A
USGS	05543830	2012-09-11	20.6	A
USGS	05543830	2012-09-12	20.6	A
USGS	05543830	2012-09-13	24.3	A
USGS	05543830	2012-09-14	24.1	A
USGS	05543830	2012-09-15	21.2	A
USGS	05543830	2012-09-16	18.4	A
USGS	05543830	2012-09-17	31.2	A
USGS	05543830	2012-09-18	29.2	A
USGS	05543830	2012-09-19	30.9	A
USGS	05543830	2012-09-20	27.2	A
USGS	05543830	2012-09-21	24.9	A
USGS	05543830	2012-09-22	23.3	A
USGS	05543830	2012-09-23	21.1	A
USGS	05543830	2012-09-24	22.7	A
USGS	05543830	2012-09-25	21.9	A
USGS	05543830	2012-09-26	21.7	A
USGS	05543830	2012-09-27	23.3	A
USGS	05543830	2012-09-28	20.1	A
USGS	05543830	2012-09-29	19.1	A
USGS	05543830	2012-09-30	19.6	A
USGS	05543830	2012-10-01	20.1	A
USGS	05543830	2012-10-02	19.3	A
USGS	05543830	2012-10-03	22.8	A
USGS	05543830	2012-10-04	22.8	A
USGS	05543830	2012-10-05	20.7	A
USGS	05543830	2012-10-06	17.5	A
USGS	05543830	2012-10-07	18.5	A
USGS	05543830	2012-10-08	19.6	A
USGS	05543830	2012-10-09	19.2	A
USGS	05543830	2012-10-10	19.9	A
USGS	05543830	2012-10-11	21.5	A
USGS	05543830	2012-10-12	21.1	A
USGS	05543830	2012-10-13	53.7	A
USGS	05543830	2012-10-14	146	A
USGS	05543830	2012-10-15	99.2	A
USGS	05543830	2012-10-16	45.2	A
USGS	05543830	2012-10-17	57.3	A
USGS	05543830	2012-10-18	132	A
USGS	05543830	2012-10-19	75.9	A
USGS	05543830	2012-10-20	46.5	A
USGS	05543830	2012-10-21	38.5	A
USGS	05543830	2012-10-22	104	A
USGS	05543830	2012-10-23	177	A
USGS	05543830	2012-10-24	108	A
USGS	05543830	2012-10-25	83.2	A
USGS	05543830	2012-10-26	71.5	A
USGS	05543830	2012-10-27	57.3	A
USGS	05543830	2012-10-28	51.9	A
USGS	05543830	2012-10-29	47.7	A
USGS	05543830	2012-10-30	47.6	A
USGS	05543830	2012-10-31	45.1	A
USGS	05543830	2012-11-01	40.3	A
USGS	05543830	2012-11-02	39.2	A
USGS	05543830	2012-11-03	37.8	A
USGS	05543830	2012-11-04	39.7	A
USGS	05543830	2012-11-05	37.3	A
USGS	05543830	2012-11-06	33.6	A
USGS	05543830	2012-11-07	35.5	A
USGS	05543830	2012-11-08	35.5	A
USGS	05543830	2012-11-09	34.5	A
USGS	05543830	2012-11-10	34.9	A
USGS	05543830	2012-11-11	42.7	A
USGS	05543830	2012-11-12	54.9	A
USGS	05543830	2012-11-13	44.2	A
USGS	05543830	2012-11-14	41.0	A
USGS	05543830	2012-11-15	40.5	A
USGS	05543830	2012-11-16	39.9	A
USGS	05543830	2012-11-17	37.3	A
USGS	05543830	2012-11-18	39.6	A
USGS	05543830	2012-11-19	40.2	A
USGS	05543830	2012-11-20	40.4	A
USGS	05543830	2012-11-21	38.6	A
USGS	05543830	2012-11-22	34.7	A
USGS	05543830	2012-11-23	33.2	A
USGS	05543830	2012-11-24	31.2	A
USGS	05543830	2012-11-25	31.5	A
USGS	05543830	2012-11-26	33.2	A
USGS	05543830	2012-11-27	31.6	A
USGS	05543830	2012-11-28	33.3	A
USGS	05543830	2012-11-29	32.2	A
USGS	05543830	2012-11-30	31.4	A
USGS	05543830	2012-12-01	34.0	A
USGS	05543830	2012-12-02	35.8	A
USGS	05543830	2012-12-03	44.1	A
USGS	05543830	2012-12-04	50.6	A
USGS	05543830	2012-12-05	45.5	A
USGS	05543830	2012-12-06	40.3	A
USGS	05543830	2012-12-07	40.1	A
USGS	05543830	2012-12-08	40.1	A
USGS	05543830	2012-12-09	48.3	A
USGS	05543830	2012-12-10	59.8	A
USGS	05543830	2012-12-11	49.4	A
USGS	05543830	2012-12-12	40.8	A
USGS	05543830	2012-12-13	42.4	A
USGS	05543830	2012-12-14	39.6	A
USGS	05543830	2012-12-15	52.5	A
USGS	05543830	2012-12-16	79.1	A
USGS	05543830	2012-12-17	68.7	A
USGS	05543830	2012-12-18	59.1	A
USGS	05543830	2012-12-19	58.8	A
USGS	05543830	2012-12-20	222	A
USGS	05543830	2012-12-21	342	A
USGS	05543830	2012-12-22	253	A
USGS	05543830	2012-12-23	190	A
USGS	05543830	2012-12-24	132	A
USGS	05543830	2012-12-25	93.1	A
USGS	05543830	2012-12-26	79.9	A
USGS	05543830	2012-12-27	73.2	A
USGS	05543830	2012-12-28	66.9	A
USGS	05543830	2012-12-29	59.4	A
USGS	05543830	2012-12-30	51.6	A
USGS	05543830	2012-12-31	50.0	A:e
USGS	05543830	2013-01-01	44.0	A:e
USGS	05543830	2013-01-02	42.0	A:e
USGS	05543830	2013-01-03	41.0	A:e
USGS	05543830	2013-01-04	39.0	A:e
USGS	05543830	2013-01-05	38.0	A:e
USGS	05543830	2013-01-06	39.1	A
USGS	05543830	2013-01-07	39.6	A
USGS	05543830	2013-01-08	35.7	A
USGS	05543830	2013-01-09	57.9	A
USGS	05543830	2013-01-10	89.6	A
USGS	05543830	2013-01-11	201	A
USGS	05543830	2013-01-12	244	A
USGS	05543830	2013-01-13	256	A
USGS	05543830	2013-01-14	190	A
USGS	05543830	2013-01-15	162	A
USGS	05543830	2013-01-16	133	A
USGS	05543830	2013-01-17	117	A
USGS	05543830	2013-01-18	103	A
USGS	05543830	2013-01-19	94.2	A
USGS	05543830	2013-01-20	80.0	A
USGS	05543830	2013-01-21	77.0	A:e
USGS	05543830	2013-01-22	74.0	A:e
USGS	05543830	2013-01-23	70.0	A:e
USGS	05543830	2013-01-24	67.0	A:e
USGS	05543830	2013-01-25	64.0	A:e
USGS	05543830	2013-01-26	62.0	A:e
USGS	05543830	2013-01-27	63.0	A:e
USGS	05543830	2013-01-28	78.9	A
USGS	05543830	2013-01-29	259	A
USGS	05543830	2013-01-30	420	A
USGS	05543830	2013-01-31	392	A
USGS	05543830	2013-02-01	330	A:e
USGS	05543830	2013-02-02	274	A:e
USGS	05543830	2013-02-03	212	A:e
USGS	05543830	2013-02-04	156	A:e
USGS	05543830	2013-02-05	129	A:e
USGS	05543830	2013-02-06	112	A
USGS	05543830	2013-02-07	105	A
USGS	05543830	2013-02-08	99.6	A
USGS	05543830	2013-02-09	93.4	A
USGS	05543830	2013-02-10	138	A
USGS	05543830	2013-02-11	241	A
USGS	05543830	2013-02-12	214	A
USGS	05543830	2013-02-13	198	A
USGS	05543830	2013-02-14	187	A
USGS	05543830	2013-02-15	166	A
USGS	05543830	2013-02-16	140	A:e
USGS	05543830	2013-02-17	130	A:e
USGS	05543830	2013-02-18	164	A
USGS	05543830	2013-02-19	250	A:e
USGS	05543830	2013-02-20	240	A:e
USGS	05543830	2013-02-21	194	A
USGS	05543830	2013-02-22	156	A
USGS	05543830	2013-02-23	128	A
USGS	05543830	2013-02-24	119	A
USGS	05543830	2013-02-25	117	A
USGS	05543830	2013-02-26	115	A
USGS	05543830	2013-02-27	111	A
USGS	05543830	2013-02-28	116	A
USGS	05543830	2013-03-01	113	A
USGS	05543830	2013-03-02	102	A
USGS	05543830	2013-03-03	98.6	A
USGS	05543830	2013-03-04	100	A
USGS	05543830	2013-03-05	106	A
USGS	05543830	2013-03-06	101	A
USGS	05543830	2013-03-07	102	A
USGS	05543830	2013-03-08	104	A
USGS	05543830	2013-03-09	113	A
USGS	05543830	2013-03-10	258	A
USGS	05543830	2013-03-11	541	A
USGS	05543830	2013-03-12	571	A
USGS	05543830	2013-03-13	524	A
USGS	05543830	2013-03-14	456	A
USGS	05543830	2013-03-15	367	A
USGS	05543830	2013-03-16	288	A
USGS	05543830	2013-03-17	238	A
USGS	05543830	2013-03-18	201	A
USGS	05543830	2013-03-19	170	A
USGS	05543830	2013-03-20	158	A
USGS	05543830	2013-03-21	147	A
USGS	05543830	2013-03-22	146	A
USGS	05543830	2013-03-23	135	A
USGS	05543830	2013-03-24	139	A
USGS	05543830	2013-03-25	138	A
USGS	05543830	2013-03-26	132	A
USGS	05543830	2013-03-27	177	A
USGS	05543830	2013-03-28	249	A
USGS	05543830	2013-03-29	310	A
USGS	05543830	2013-03-30	357	A
USGS	05543830	2013-03-31	403	A
USGS	05543830	2013-04-01	437	A
USGS	05543830	2013-04-02	412	A
USGS	05543830	2013-04-03	371	A
USGS	05543830	2013-04-04	329	A
USGS	05543830	2013-04-05	294	A
USGS	05543830	2013-04-06	265	A
USGS	05543830	2013-04-07	246	A
USGS	05543830	2013-04-08	295	A
USGS	05543830	2013-04-09	470	A
USGS	05543830	2013-04-10	910	A
USGS	05543830	2013-04-11	1180	A
USGS	05543830	2013-04-12	1200	A
USGS	05543830	2013-04-13	1140	A
USGS	05543830	2013-04-14	960	A
USGS	05543830	2013-04-15	817	A
USGS	05543830	2013-04-16	740	A
USGS	05543830	2013-04-17	708	A
USGS	05543830	2013-04-18	1130	A
USGS	05543830	2013-04-19	1280	A
USGS	05543830	2013-04-20	1140	A
USGS	05543830	2013-04-21	903	A
USGS	05543830	2013-04-22	701	A
USGS	05543830	2013-04-23	598	A
USGS	05543830	2013-04-24	549	A
USGS	05543830	2013-04-25	480	A
USGS	05543830	2013-04-26	425	A
USGS	05543830	2013-04-27	366	A
USGS	05543830	2013-04-28	311	A
USGS	05543830	2013-04-29	275	A
USGS	05543830	2013-04-30	247	A
USGS	05543830	2013-05-01	221	A
USGS	05543830	2013-05-02	202	A
USGS	05543830	2013-05-03	355	A
USGS	05543830	2013-05-04	389	A
USGS	05543830	2013-05-05	351	A
USGS	05543830	2013-05-06	323	A
USGS	05543830	2013-05-07	318	A
USGS	05543830	2013-05-08	301	A
USGS	05543830	2013-05-09	273	A
USGS	05543830	2013-05-10	363	A
USGS	05543830	2013-05-11	363	A
USGS	05543830	2013-05-12	339	A
USGS	05543830	2013-05-13	336	A
USGS	05543830	2013-05-14	316	A
USGS	05543830	2013-05-15	289	A
USGS	05543830	2013-05-16	245	A
USGS	05543830	2013-05-17	263	A
USGS	05543830	2013-05-18	252	A
USGS	05543830	2013-05-19	227	A
USGS	05543830	2013-05-20	208	A
USGS	05543830	2013-05-21	191	A
USGS	05543830	2013-05-22	215	A
USGS	05543830	2013-05-23	297	A
USGS	05543830	2013-05-24	314	A
USGS	05543830	2013-05-25	286	A
USGS	05543830	2013-05-26	264	A
USGS	05543830	2013-05-27	252	A
USGS	05543830	2013-05-28	369	A
USGS	05543830	2013-05-29	456	A
USGS	05543830	2013-05-30	441	A
USGS	05543830	2013-05-31	425	A
USGS	05543830	2013-06-01	369	A
USGS	05543830	2013-06-02	323	A
USGS	05543830	2013-06-03	282	A
USGS	05543830	2013-06-04	232	A
USGS	05543830	2013-06-05	197	A
USGS	05543830	2013-06-06	173	A
USGS	05543830	2013-06-07	143	A
USGS	05543830	2013-06-08	119	A
USGS	05543830	2013-06-09	104	A
USGS	05543830	2013-06-10	95.2	A
USGS	05543830	2013-06-11	86.3	A
USGS	05543830	2013-06-12	125	A
USGS	05543830	2013-06-13	197	A
USGS	05543830	2013-06-14	176	A
USGS	05543830	2013-06-15	162	A
USGS	05543830	2013-06-16	436	A
USGS	05543830	2013-06-17	410	A
USGS	05543830	2013-06-18	309	A
USGS	05543830	2013-06-19	266	A
USGS	05543830	2013-06-20	256	A
USGS	05543830	2013-06-21	288	A
USGS	05543830	2013-06-22	491	A
USGS	05543830	2013-06-23	490	A
USGS	05543830	2013-06-24	417	A
USGS	05543830	2013-06-25	657	A
USGS	05543830	2013-06-26	784	A
USGS	05543830	2013-06-27	658	A
USGS	05543830	2013-06-28	498	A
USGS	05543830	2013-06-29	428	A
USGS	05543830	2013-06-30	371	A
USGS	05543830	2013-07-01	336	A
USGS	05543830	2013-07-02	319	A
USGS	05543830	2013-07-03	299	A
USGS	05543830	2013-07-04	263	A
USGS	05543830	2013-07-05	222	A
USGS	05543830	2013-07-06	192	A
USGS	05543830	2013-07-07	170	A
USGS	05543830	2013-07-08	158	A
USGS	05543830	2013-07-09	151	A
USGS	05543830	2013-07-10	133	A
USGS	05543830	2013-07-11	116	A
USGS	05543830	2013-07-12	102	A
USGS	05543830	2013-07-13	92.9	A
USGS	05543830	2013-07-14	85.7	A
USGS	05543830	2013-07-15	81.8	A
USGS	05543830	2013-07-16	80.0	A
USGS	05543830	2013-07-17	75.0	A
USGS	05543830	2013-07-18	70.3	A
USGS	05543830	2013-07-19	67.8	A
USGS	05543830	2013-07-20	67.3	A
USGS	05543830	2013-07-21	73.3	A
USGS	05543830	2013-07-22	65.0	A
USGS	05543830	2013-07-23	61.9	A
USGS	05543830	2013-07-24	57.1	A
USGS	05543830	2013-07-25	52.6	A
USGS	05543830	2013-07-26	69.4	A
USGS	05543830	2013-07-27	64.4	A
USGS	05543830	2013-07-28	61.3	A
USGS	05543830	2013-07-29	56.1	A
USGS	05543830	2013-07-30	54.8	A
USGS	05543830	2013-07-31	70.2	A
USGS	05543830	2013-08-01	67.4	A
